实体名称,实体类型,制裁项目,依据法规,制裁原因,国家,来源,数据源,同步日期
中國石油(香港)有限公司,组织,EU-UKR,制裁,别名: 中國石油(香港)有限公司,hk,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202502035,eu_sanctions,2026-06-19
Offene Aktiengesellschaft „Belaruskali“,组织,EU-BLR,制裁,别名: Offene Aktiengesellschaft „Belaruskali“; Открытое акционерное общество “Беларуськалий”; Sociedad limitada por acciones abierta “Belaruskali”,by,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=4863,eu_sanctions,2026-06-19
Ekaterina Vasilievna TERESHCHENKO,个人,EU-UKR,制裁,别名: Ekaterina Vasilievna TERESHCHENKO; Екатерина Васильевна ТЕРЕЩЕНКО; Kateryna Vasylivna TERESHCHENKO,ua,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400849,eu_sanctions,2026-06-19
Ozanno,船只,EU-MARE,制裁,别名: Ocean AMZ,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32024D3187,eu_sanctions,2026-06-19
Joint Stock Company Scientific Production Enterprise Digital Solutions,Company,,制裁,别名: AO NPP Tsifrovye Resheniya; Electronic Engineering Design Center Digital Solutions JSC; DSol NPP,,https://eur-lex.europa.eu/eli/reg/2023/2878,eu_sanctions,2026-06-19
Aluminat,组织,EU-IRN,制裁,,ir,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202402074,eu_sanctions,2026-06-19
Maulawi Ahmed Shah,个人,EU-AFG; UN-SC1988,制裁,别名: Maulawi Ahmed Shah; Mullah Mohammed Shah; Haji Mullah Ahmad Shah,pk,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32017R0404&from=EN,eu_sanctions,2026-06-19
Jurij Isajev,个人,EU-UKR,制裁,别名: Jurij Isajev; Юрий Константинович ИСАЕВ,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=7243,eu_sanctions,2026-06-19
صغری خدادادی,个人,EU-IRN,制裁,,ir,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=6415,eu_sanctions,2026-06-19
Slaheddine Ben Haj Hamda Ben Haj Hassen BEN ALI,个人,EU-TUN,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=OJ:L_202600238,eu_sanctions,2026-06-19
Siarhei ANIUKHOUSKI,个人,,制裁,,,,eu_sanctions,2026-06-19
Elena Sergeevna IVANOVA,个人,EU-UKR,制裁,别名: Елена Сергеевна ИВАНОВА; Jelena Ivanova,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D1895,eu_sanctions,2026-06-19
Елена Алексеевна КОРОБКОВА,个人,EU-RUS,制裁,别名: Елена Алексеевна КОРОБКОВА,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=8074,eu_sanctions,2026-06-19
Stěpan Kovalčuk,个人,EU-UKR,制裁,别名: Stěpan Kovalčuk; Степан Кириллович КОВАЛЬЧУК; Степан Ковалчук,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400849,eu_sanctions,2026-06-19
Firas Al-Akhras,个人,EU-SYR,制裁,,gb,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32026R1107,eu_sanctions,2026-06-19
Asevoimien maantieteellinen organisaatio,组织,EU-IRN,制裁,别名: Asevoimien maantieteellinen organisaatio; Organizacija Armed Forces Geographical Organisation; Географска организация на въоръжените сили,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=1794,eu_sanctions,2026-06-19
Andrej Romanovitj TARASEVITJ,个人,EU-BLR,制裁,别名: Andrej Tarasevič; Andrej Romanovitj TARASEVITJ; Andrei Romanovich TARASEVICH,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32023R1591,eu_sanctions,2026-06-19
ООО ПРОМТЭК,Company,EU-RUS,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32026R0506,eu_sanctions,2026-06-19
Abdur Rahman,个人,EU-TAQA-EUAQ; UN-SCISIL,制裁,别名: Abdur Rahman; Abd Ur-Rehman; Abdullah Sindhi,pk,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=3109,eu_sanctions,2026-06-19
Акционерное Общество «Научно-Производственное Предприятие «Связь»,Company,,制裁,别名: Joint Stock Company “Research and Production Enterprise “Svyaz”; AO NPP Svyaz; АО «НПП «Связь»,,https://eur-lex.europa.eu/eli/reg/2023/2878,eu_sanctions,2026-06-19
Tradive General Trading Co,组织,EU-SDNZ,制裁,,ae,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400384,eu_sanctions,2026-06-19
Fast Kathy,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
Mohammad Sadegh NASERI,个人,EU-HR; EU-IRN,制裁,,,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:319:0011:0031:EN:PDF,eu_sanctions,2026-06-19
Борис Аширбаевич КОЖЕВНИКОВ,个人,EU-RUS,制裁,别名: Борис Аширбаевич КОЖЕВНИКОВ,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D2357,eu_sanctions,2026-06-19
Mark RODOBOLSKIY,个人,,制裁,,,,eu_sanctions,2026-06-19
Baraka Trading Company,组织,,制裁,"别名: Барака Трейдинг Кампъни; Барако Трейдинг Кампъни, ЛЛК",,https://www.dans.bg/images/stories/FID/Reshenie_265_MS_23042003_Spisyk_ZMFT.pdf,eu_sanctions,2026-06-19
JSC DIPAUL,组织,EU-RUS,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
Trend,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
Novator DB,Company,EU-UKR,制裁,别名: Joint Stock Company “Experimental Design Bureau “Novator”; BIROUL DE CERCETARE-PROIECTARE «NOVATOR»; Novator Design Bureau JSC,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202402455,eu_sanctions,2026-06-19
C VIKING,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025R2033,eu_sanctions,2026-06-19
LLC NPP Variant Group,Company,EU-RUS,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32026R0506,eu_sanctions,2026-06-19
El Jazireh,组织,EU-SYR,制裁,别名: Al Jazerra,lb,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN,eu_sanctions,2026-06-19
Joint Stock Company Scientific Research Institute of Gas Discharge Devices Plasma,Company,EU-UKR,制裁,别名: АО “Плазма” АКЦИОНЕРНОЕ ОБЩЕСТВО “НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ГАЗОРАЗРЯДНЫХ ПРИБОРОВ ‘ПЛАЗМА’”; АО «Плазма»; AKTCIONERNOE OBSHESTVO “NAUCHNO- ISSLEDOVATELSKIJ INSTITUT GAZORAZRYADNIH PRIBOROV ‘PLAZMA’”,ru,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=6563,eu_sanctions,2026-06-19
Акционерное Общество «Средне-Невский Судостроительный Завод»,Company,,制裁,别名: АО «СНСЗ»; Federal State Unitary Enterprise “Sredne-Nevsky Shipbuilding Plant”; Aktcionernoe Obshestvo “Sredne-Nevsky Sudostroyelny Plant”,,https://eur-lex.europa.eu/eli/reg/2023/2878,eu_sanctions,2026-06-19
Ivan Vladimirovich SANAYEV,个人,EU-UKR,制裁,别名: Ivan Vladimirovitj SANAJEV,ua,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=4548,eu_sanctions,2026-06-19
Rihani Lofti,个人,,制裁,别名: Абдеррахман; Рихани Лофти; Abderrahmane,,https://www.dans.bg/images/stories/FID/Reshenie_265_MS_23042003_Spisyk_ZMFT.pdf,eu_sanctions,2026-06-19
Emily S,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32024D3187,eu_sanctions,2026-06-19
Общество С Ограниченной Ответственностью “Итеранет”,组织,EU-UKR,制裁,"别名: Obshchestvo s Ogranichennoi Otvetstvennostiu ""Iteranet""; sociedad limitada Iteranet; Společnost s ručením omezeným Iteranet",ru,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32023R1216,eu_sanctions,2026-06-19
Андрей Владимирович ГУДИН,个人,EU-UKR,制裁,别名: Андрей Владимирович ГУДИН; Andrej Gudin,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:L_202401746,eu_sanctions,2026-06-19
JSC “Scientific and Engineering Enterprise Informzashchita”,Company,EU-UKR,制裁,别名: „Informzashchita” Tudományos és Műszaki Vállalkozás; JSC Informzashchita; AO NIP “Informzashchita”,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D1895,eu_sanctions,2026-06-19
Jurij Pyžik,个人,EU-UKR,制裁,别名: Jurij Pyžik; Jurij PYZJIK; Юрий Николаевич ПЫЖИК,by,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202402455,eu_sanctions,2026-06-19
Дзмітрый Мікалаевіч ШУМІЛІН,个人,EU-BLR,制裁,别名: Дзмiтрый Мiкалаевiч ШУМIЛIН; Дмитрий Николаевич ШУМИЛИН; Dmitrij Nikolajevitj SJUMILIN,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32023R0419,eu_sanctions,2026-06-19
Vlate Logistik LLC,组织,EU-BLR,制裁,"别名: ТАА “ВЛАТЭ Лагістык” ООО “ВЛАТЕ Логистик”; ТАА ""ВЛАТЭ Лагістык""",by,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:L_202403177,eu_sanctions,2026-06-19
Shahid Kharrazi Industries,Company,EU-IRN,制裁,别名: Industrias Shahid Kharrazy; Shahid Kharrazy Industries Group; Kharrazi Industry,ir,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202302196,eu_sanctions,2026-06-19
Autoteile Dis Ticaret Limited Sirketi,Company,EU-RUS,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32026R0506,eu_sanctions,2026-06-19
Tatiana Anatolevna PETROVA,个人,EU-RUS,制裁,别名: Татьяна Анатольевна ПЕТРОВА,ru,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=8059,eu_sanctions,2026-06-19
Asia Pacific Links Ltd.,组织,EU-UKR,制裁,别名: Asia Pacific Links Limited,cn,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:L_202403183,eu_sanctions,2026-06-19
RUSSIAN REGIONAL DEVELOPMENT BANK’.,Company,,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02014R0833-20240625,eu_sanctions,2026-06-19
Taccjana Grakunová,个人,EU-BLR,制裁,别名: Taccjana Grakunová; Tatiana Aleksandrovna GRAKUN; Татьяна Александровна ГРАКУН,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32023R1591,eu_sanctions,2026-06-19
Umar Sabawi Ibrahim Hasan Al-Tikriti,个人,EU-IRQ; UN-SC1518,制裁,别名: Umar Ahmad Ali Al-Alusi; Umar Sabawi Ibrahim Hasan Al-Tikriti; Omar Sabawi Ibrahim Hassan Al-Tikriti,sy; iq; ye,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2005:203:0017:0018:EN:PDF,eu_sanctions,2026-06-19
امیرحسین تاریان,个人,EU-IRN,制裁,别名: امیرحسین تاریان,ir,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=8775,eu_sanctions,2026-06-19
Thorin,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
Ivan KOSTIYAN,个人,,制裁,,,,eu_sanctions,2026-06-19
Tianjin Xishanfusheng International Trading Co. LTD,组织,EU-UKR,制裁,别名: Tianjin Xishanfusheng International Trading Co. Zrt.,cn,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202502035,eu_sanctions,2026-06-19
Izola,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
Siri,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32024D3187,eu_sanctions,2026-06-19
Hojjat al-Eslam Hossein HOSSEINI,个人,EU-IRN,制裁,,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=6409,eu_sanctions,2026-06-19
Zarya battalion,组织,EU-UKR,制裁,,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=1927,eu_sanctions,2026-06-19
Hulda,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025R1494,eu_sanctions,2026-06-19
Jonel CATEL,个人,EU-HTI; UN-SC2653,制裁,别名: Johns CATHEL,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=7713,eu_sanctions,2026-06-19
ООО ПТ-ЭЛЕКТРОНИК,Company,EU-RUS,制裁,别名: ООО ПТ-ЭЛЕКТРОНИК,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
Sureh Nuclear Reactors Fuel Company,组织,EU-IRN,制裁,别名: Sureh Nuclear Reactors Fuel Company; Nuclear Fuel Reactor Company; Soukht Atomi Reactorha-ye Iran,ir,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D1978,eu_sanctions,2026-06-19
Habib Waddani,个人,,制裁,别名: Хабиб Уаддани,,https://www.dans.bg/images/stories/FID/Reshenie_265_MS_23042003_Spisyk_ZMFT.pdf,eu_sanctions,2026-06-19
ابراهیم عیسی حاجي محمد البکر,个人,EU-TAQA-EUAQ; UN-SCISIL,制裁,别名: Ibrahim 'Issa Haji Muhammad al-Bakar; Ibrahim 'Isa Haji al-Bakr; Ibrahim 'Issa al-Bakar,qa,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.109.01.0077.01.ENG&toc=OJ%3AL%3A2021%3A109%3ATOC,eu_sanctions,2026-06-19
Виктор Иванович СТАНИСЛАВЧИК,个人,EU-BLR,制裁,别名: Віктар Іванавіч СТАНІСЛАЎЧЫК; Viktor Ivanovich STANISLAVCHIK; Viktar Ivanavitj STANISLAUTJYK,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=3401,eu_sanctions,2026-06-19
Кирилл ВАСИЛЬЕВ,个人,EU-CHEM,制裁,别名: Kirill VASILJEV; Kirill Jurjevitj VASILJEV; Kirill VASILYEV,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R2228,eu_sanctions,2026-06-19
Olga Valerjevna POZDNJAKOVA,个人,EU-UKR,制裁,别名: Olga Valerjevna POZDNJAKOVA; Olga Valeryevna POZDNYAKOVA; Ольга Валерiївна ПОЗДНЯКОВА,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32023R1765,eu_sanctions,2026-06-19
Maulavi Abdul Rahman Ahmad Hottak,个人,EU-AFG; UN-SC1988,制裁,别名: Hottak Sahib; Молави Абдул Рахман Ахмад Хоттак,af,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32017R0404&from=EN,eu_sanctions,2026-06-19
Nasr al-Ali,个人,EU-SYR,制裁,别名: Nasr al-Ali; Naser Al-Ali,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN,eu_sanctions,2026-06-19
Hajji ‘Abd Al-Nasir,个人,EU-TAQA-EUAQ; UN-SCISIL,制裁,别名: Hajji 'Abd Al-Nasir; Taha al-Khuwayt; Hajji Abdelnasser,iq; sy,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2022.152.01.0184.01.ENG&toc=OJ%3AL%3A2022%3A152%3ATOC,eu_sanctions,2026-06-19
Публичное Акционерное Общество «Пролетарский Завод»,Company,,制裁,别名: ПАО «Пролетарский Завод»; PAO Proletarsky Zavod; PJSC Proletarsky Factory,,https://eur-lex.europa.eu/eli/reg/2023/2878,eu_sanctions,2026-06-19
Stowarzyszenie Al-Aksa,组织,EU-TERR,制裁,别名: Stichting Al Aqsa Nederland; Stowarzyszenie Al-Aksa; Al Aqsa Nederland,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:L_202500206,eu_sanctions,2026-06-19
MTZ BELARUS,Company,,制裁,别名: Минский тракторный завод МТЗ-XOЛДИHГ,,,eu_sanctions,2026-06-19
Cetus,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025R1494,eu_sanctions,2026-06-19
Tamar IAKOBIDZE,个人,,制裁,,,,eu_sanctions,2026-06-19
Ángel Arnoldo PINEDA ÁVILA,个人,EU-GTM,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=OJ:L_202600087,eu_sanctions,2026-06-19
Al-Haramain Foundation (Komorų Sąjunga),组织,EU-TAQA-EUAQ; UN-SCISIL,制裁,别名: Al-Haramain Foundation (Komorų Sąjunga); Al-Haramain Foundation (Comore-szigetek); Ал Харамаин Фаундейшън (Коморски съюз),km,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=2971,eu_sanctions,2026-06-19
TAB Corporation (Thailand) Co. Ltd,Company,EU-RUS,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32026R0506,eu_sanctions,2026-06-19
Rafael Ramón BLANCO MARRERO,个人,EU-VEN,制裁,,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=1746,eu_sanctions,2026-06-19
Mullah Habibullah Reshad,个人,EU-AFG; UN-SC1988,制裁,别名: Молла Хабибуллах Решад,af,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=3297,eu_sanctions,2026-06-19
Maxima LLC,Company,EU-UKR,制裁,别名: Maxima LLC,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202502035,eu_sanctions,2026-06-19
Алексей Николаевич ПИКИН,个人,EU-HR,制裁,别名: Алексей Николаевич ПИКИН; Alexey Nikolaevich PIKIN,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202501789,eu_sanctions,2026-06-19
LLC “Zemsky Bank”,组织,EU-RUS,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025R2033,eu_sanctions,2026-06-19
شرکت بهرهبرداری نفت و گاز گچساران,组织,EU-IRN,制裁,别名: Gacharsan Oil Gas Co; شرکت بهرهبرداری نفت و گاز گچساران; Gacharsan Oil Gas Co.,ir,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D1978,eu_sanctions,2026-06-19
LLC Morskoy Standart-Bunker,Company,EU-UKR,制裁,,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32026D1364,eu_sanctions,2026-06-19
Alliance,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32024D3187,eu_sanctions,2026-06-19
Maxim Sergeevich VAKSTEIN,个人,EU-UKR,制裁,别名: Максим Сергеевич ВАКШТЕЙН; Maxim WAKSTEIN,ru,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=8994,eu_sanctions,2026-06-19
SUE DPR “RTO”,Company,EU-UKR,制裁,别名: Государственное Унитарное Предприятие Донецкой Народной Республыкы “Республыканский Оператор Связи” (“Оператор Мобильной Связи ‘Феникс'”); SUE DPR “RTO”; Государственное Унитарное Предприятие Донецкой Народной Республыкы ‘Республыканский Оператор Связи’ (‘Оператор Мобильной Связи “Феникс”),ru; ua,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=8126,eu_sanctions,2026-06-19
AUGA,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32026R0506,eu_sanctions,2026-06-19
Achilles,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025R1494,eu_sanctions,2026-06-19
Qasmani Baba,个人,EU-TAQA-EUAQ; UN-SCISIL,制裁,别名: Muhammad ‘Arif Qasmani; Qasmani Baba; Arif Umer,pk,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=3105,eu_sanctions,2026-06-19
ONEGA,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025R2033,eu_sanctions,2026-06-19
КАЛИТНИК Александр Федорович,个人,,制裁,,,,eu_sanctions,2026-06-19
Aljaksandr Michajlavitj ALJASJKEVITJ,个人,EU-BLR,制裁,别名: Aljaksandr Michajlavitj ALJASJKEVITJ; Alexander Mikhailovich ALESHKEVICH; Alexandr Michajlovitj ALESJKEVITJ,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=2648,eu_sanctions,2026-06-19
Anatoly Andreevich KOVALEV,个人,EU-UKR,制裁,别名: En russe: Анатолий Андреевич КОВАЛЕВ,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202500389,eu_sanctions,2026-06-19
Garantex,组织,EU-UKR,制裁,,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202500389,eu_sanctions,2026-06-19
Милош Эдуардович ВАГНЕР,个人,EU-UKR,制裁,别名: Milosj Eduardovitj VAGNER,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32023R0429,eu_sanctions,2026-06-19
Геннадий Ювиналиевич ПИЛЕХИН,个人,EU-RUS,制裁,别名: Геннадий Ювиналиевич ПИЛЕХИН,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:L_202500958,eu_sanctions,2026-06-19
Bahram RESHTE-AHMADI,个人,EU-IRN,制裁,,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=1271,eu_sanctions,2026-06-19
Ali Karimjan,个人,EU-IRN,制裁,别名: Ali Karimjan,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202402074,eu_sanctions,2026-06-19
Банк “Центр международных расчетов”,组织,EU-UKR,制裁,"别名: Banco de Pagamentos Internacionais; Bank „Centrum Rozrachunków Międzynarodowych” sp. z o. o.; Bank ""Centre for International Settlements"" LLC",ru,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32023R1216,eu_sanctions,2026-06-19
Vyacheslav Petrovych PETUSHENKO,个人,EU-UKR,制裁,别名: Вячеслав Петрович ПЕТУШЕНКО,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:L_202403183,eu_sanctions,2026-06-19
ПРИХОДЬКО Андрей,个人,,制裁,,,,eu_sanctions,2026-06-19
Елена Ивановна РАХМУКОВА,个人,EU-UKR,制裁,别名: Елена Ивановна РАХМУКОВА,ua,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ%3AL_202500527&qid=1742218670627,eu_sanctions,2026-06-19
Публичное Акционерное Общество «Ростовский Оптико-Механический Завод»,Company,,制裁,别名: Public Joint Stock Company “Rostov Optical-Mechanical Plant”; ПАО «РОМЗ»; PAO ROMZ,,https://eur-lex.europa.eu/eli/reg/2023/2878,eu_sanctions,2026-06-19
Closed Joint Stock Company Klimovsk Specialised Cartridge Plant,Company,EU-UKR,制裁,别名: CJSC KSCP; KSZPZ Zrt.; sociedad anónima no pública Klimovsk Specialised Cartridge Plant,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32026R0695,eu_sanctions,2026-06-19
N Cerna (formerly Canis Power),船只,EU-MARE,制裁,别名: Canis Power,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32024D3187,eu_sanctions,2026-06-19
Lev Anatolyevich Yershov,个人,,制裁,别名: Lev Anatolyevich Ershov,,https://eur-lex.europa.eu/eli/reg/2023/2878,eu_sanctions,2026-06-19
Олексій Сергійович ДОРОФЄЄВ,个人,EU-UKR,制裁,别名: Oleksij Serhijovytj DOROFEJEV; Aleksej Sergejevitj DOROFEJEV,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=4623,eu_sanctions,2026-06-19
Ισλαµικό Κίνηµα του Ουζµπεκιστάν,组织,EU-TAQA-EUAQ; UN-SCISIL,制裁,别名: ИМУ; Ισλαµικό Κίνηµα του Ουζµπεκιστάν; Исламик Мумвмънт ъф Узбекистан,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=3074,eu_sanctions,2026-06-19
Dynasty International Company Limited,组织,EU-MMR,制裁,别名: Dynasty Group of Companies,mm,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32023R0378,eu_sanctions,2026-06-19
Kaili Industrial HK Limited,组织,EU-RUS,制裁,别名: Kaili Industrial H.K. Ltd,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
Isa BAYAT,个人,EU-IRN,制裁,,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=5133,eu_sanctions,2026-06-19
"Föderales staatlich finanziertes Bildungsinstitut, Internationales Kinderzentrum „Artek“",组织,EU-UKR,制裁,"别名: Föderales staatlich finanziertes Bildungsinstitut, Internationales Kinderzentrum „Artek“; Международный детский центр “Артeк”; ""Artek"" Nemzetközi Gyermekközpont, állami költségvetésből finanszírozott szövetségi oktatási intézmény",ua,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=7587,eu_sanctions,2026-06-19
Chi Bu CHON,个人,UN-SC1718; EU-PRK,制裁,别名: CHON Chi-bu,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R1331,eu_sanctions,2026-06-19
"Thai IT Hardware Co., Ltd",Company,,制裁,"别名: Thai IT Hardware; Roll Up Co., Ltd.",,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
Saleh Mohammad,个人,EU-AFG; UN-SC1988,制裁,别名: Saleh Mohammad,af,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32017R0404&from=EN,eu_sanctions,2026-06-19
