实体名称,实体类型,制裁项目,依据法规,制裁原因,国家,来源,数据源,同步日期
OJSC EHMZ named after N. D. Zelinsky,Company,EU-UKR,制裁,别名: OJSC EHMZ named after N. D. Zelinsky; »Elektrosztali Ny. D. Zelinszkij Vegyi és Mechanikai Üzem« Nyilvánosan Működő Részvénytársaság; JSC “N.D. Zelinsky EHMZ”,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0936,eu_sanctions,2026-06-19
Khalid SBAA,个人,,制裁,,,https://www.stradalex.com/?page=Stradalex.Controller.PublicHome&action=display&nav=monitorHome&goto=2017013592&lang=fr&utm_medium=email&utm_source=moniteur&redirect_counter=1,eu_sanctions,2026-06-19
Zviad TSEKVAVA,个人,,制裁,,,,eu_sanctions,2026-06-19
Irina Anatoljevna KOSTENKO,个人,EU-UKR,制裁,别名: Irina Anatoljevna KOSTENKO; Iryna Anatolijivna KOSTENKO,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=4590,eu_sanctions,2026-06-19
Joint Stock Company Research and Production Association of Measuring Equipment,Company,,制裁,别名: АО «НПО ИТ»; JSC NPO IT; AO Nauchno Proizvodstvennoe Obedinenie Izmeritelnoi Tekhniki,,https://eur-lex.europa.eu/eli/reg/2023/2878,eu_sanctions,2026-06-19
Nurkez,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
Centrul de detenție al Ministerului Securității Statului (MSS) din districtul Onsong,组织,EU-HR,制裁,别名: Centrul de detenție al Ministerului Securității Statului (MSS) din districtul Onsong; Център за задържане към Министерството на държавната сигурност в окръг Onsong; Valtionturvallisuus-ministeriön Onseongin piirikunnan pidätyskeskus,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=7621,eu_sanctions,2026-06-19
Fuga Bluemarine,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
Khava Adlanovna EFENDIEVA,个人,,制裁,,,http://www.ejustice.just.fgov.be/cgi/article.pl,eu_sanctions,2026-06-19
Spoločnosť Fajr Aviation Composite Industries,组织,EU-IRN,制裁,别名: Spoločnosť Fajr Aviation Composite Industries; Družba Fajr Aviation Composite Industries,ir,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32023R0853,eu_sanctions,2026-06-19
Anatoly Anatolyevich BULAVKO,个人,EU-UKR,制裁,别名: Анатоль Анатольевiч БУЛАЎКА; Anatoliy Bulavko; Анатолий Анатольевич БУЛАВКО,by,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=4306,eu_sanctions,2026-06-19
Centurion,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
AO “Вологодский оптико-механический завод”,Company,EU-UKR,制裁,别名: AO “Вологодский оптико-механический завод”; „Vologdai Optikai és Mechanikai Üzem” Rt.; Joint Stock Company Vologda Optical and Mechanical Plant,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D1895,eu_sanctions,2026-06-19
БАЛАБА Артем Дмитриевич,个人,,制裁,,,,eu_sanctions,2026-06-19
Det øverste valgråd,组织,EU-NIC,制裁,别名: Det øverste valgråd; An Chomhairle Uachtarach um Thoghcháin; Oberster Wahlrat,ni,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=3761,eu_sanctions,2026-06-19
SoVa Distribution Ltd.,Company,EU-RUS,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32026R0506,eu_sanctions,2026-06-19
Mujahedin-e Khalq Organisation (MEK or MKO),组织,,制裁,"别名: The National Liberation Army of Iran (NLA, the militant wing of the MEK), the People's Mujahidin of Iran (PMOI), Muslim Iranian Student's Society; Муджахедин-e Халк Органайзейшън (MEK или MKO) (без 'Нешънъл Каунсъл ъф Ризистънс ъф Иран (НКРИ)); Дъ Нешънъл Либерейшън Арми ъф Иран (НЛA, военното крило на MEK), дъ Пийпълс Муджахидин ъф Иран (ПМОИ), Муслим Ираниан Стюдънтс Сосайъти",,https://www.dans.bg/images/stories/FID/Reshenie_265_MS_23042003_Spisyk_ZMFT.pdf,eu_sanctions,2026-06-19
"Shenzhen Bailiansheng Electronic Technology Co., Ltd.",Company,EU-RUS,制裁,"别名: Shenzhen Bailiansheng Electronic Science and Technology Co., Ltd; 深圳市佰联升电子科技有限公司",cn,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0394,eu_sanctions,2026-06-19
Abderrahim MELHAOUI,个人,,制裁,,,http://www.ejustice.just.fgov.be/cgi/article.pl,eu_sanctions,2026-06-19
Vitaly KULIKOV,个人,EU-RUSDA,制裁,别名: Виталий КУЛИКОВ,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202501444,eu_sanctions,2026-06-19
Vitalij Kuzmenko,个人,EU-UKR,制裁,别名: Vitalij Kuzmenko; Виталий Юрьевич КУЗЬМЕНКО,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400753,eu_sanctions,2026-06-19
Tetiana Volodymyrivna ZJURAVLEVA,个人,EU-UKR,制裁,别名: Tatiana Vladimirovna ZJURAVLEVA; Tetiana Volodymyrivna ZJURAVLEVA; Татьяна Владимировна ЖУРАВЛЕВА,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D1895,eu_sanctions,2026-06-19
Victor Vladimirovich SOYKO,个人,EU-UKR,制裁,别名: Віктар Уладзіміравіч СОЙКА; Viktar Uladzimiravitj Sojka; Viktor Vladimirovitj Sojko,by,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R1529,eu_sanctions,2026-06-19
Incomp Limited,Company,EU-RUS,制裁,,hk,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
Agrim Aviation Private Limited,Company,EU-RUS,制裁,,in,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
مراد فتحی,个人,EU-IRN,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32023R0379,eu_sanctions,2026-06-19
Korea United Development Bank,组织,UN-SC1718; EU-PRK,制裁,,kp,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32017R1509&from=EN,eu_sanctions,2026-06-19
Iekšlietu ministrija,组织,EU-SYR,制裁,别名: Iekšlietu ministrija; Ministeru tal-Intern; Υπουργείο Εσωτερικών,sy,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN,eu_sanctions,2026-06-19
LLC GAUSS,组织,EU-RUS,制裁,别名: OOO GAUSS; ООО «ГАУСС»,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
АД „Държавен научно-изследователски институт по приборостроене“,Company,EU-UKR,制裁,别名: АД „Държавен научно-изследователски институт по приборостроене“; JSC State Scientific Research Institute Of Instrument Making; АО “Госниип”,ru,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=7278,eu_sanctions,2026-06-19
Tambov Plant TZ) “October”,Company,,制裁,别名: АО «ТЗ «Октябрь»; Tambov AO “TZ Oktyabr”,,https://eur-lex.europa.eu/eli/reg/2023/2878,eu_sanctions,2026-06-19
MATSA,组织,EU-IRN,制裁,别名: Mohandesi Toseh Sokht Atomi Company; Mohandesi Toseh Sanayeh Atomi (METSA); METSA,ir,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025R1559,eu_sanctions,2026-06-19
ОРЛОВСКИЙ Вячеслав Михайлович,个人,,制裁,,,,eu_sanctions,2026-06-19
Alexander Matveevich MARKMAN,个人,EU-UKR,制裁,别名: Александр Матвеевич МАРКМАН; Alexandr Markman,ru,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=7257,eu_sanctions,2026-06-19
Maulavi Abdulhai Salek,个人,EU-AFG; UN-SC1988,制裁,别名: Молави Абдулхай Салек,af,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32017R0404&from=EN,eu_sanctions,2026-06-19
Lily,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
Elbrus,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32024D3187,eu_sanctions,2026-06-19
طريف اخرس,个人,EU-SYR,制裁,别名: Tarif Al Akhras,sy,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D1095,eu_sanctions,2026-06-19
Hassan Safiye,个人,EU-SYR,制裁,别名: Hassan Safiye,sy,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN,eu_sanctions,2026-06-19
Vladimir ROMANIUK,个人,,制裁,,,,eu_sanctions,2026-06-19
Nihat Abdulkadir ASAN,个人,EU-HR,制裁,"别名: ASHAN, Nihat; Ramin EBRAHIMIHARKIAN; KURD, Ibrahim",tr,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=8206,eu_sanctions,2026-06-19
Al-Quds Brigades,组织,EU-HR,制裁,别名: Sarāyā al-Quds; Al-Qudsi brigaadid; Brigadas Al-Quds,ps; lb,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=7398,eu_sanctions,2026-06-19
Jalila Bent Mohamed Ben Rhouma TRABELSI,个人,EU-TUN,制裁,,tn,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=OJ:L_202600238,eu_sanctions,2026-06-19
Sergej Jevgenjevitj ZUBKOV,个人,EU-BLR,制裁,别名: Sergej Jevgenjevitj ZUBKOV; Сяргей Яўгенавіч ЗУБКОЎ; Siarhej Jauhenavitj ZUBKOU,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=3275,eu_sanctions,2026-06-19
Ibrahim BAZAROUJ,个人,,制裁,,,https://www.stradalex.com/?page=Stradalex.Controller.PublicHome&action=display&nav=monitorHome&goto=2017030540&lang=fr,eu_sanctions,2026-06-19
Berdia PERADZE,个人,,制裁,,,,eu_sanctions,2026-06-19
Nour-Eddine ABRAÏMI,个人,,制裁,,,https://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&sum_date=2026-06-08&lg_txt=f&numac_search=2026004158,eu_sanctions,2026-06-19
U Than Swe,个人,EU-MMR,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401249,eu_sanctions,2026-06-19
Mohammed AL AROUB,个人,,制裁,,,https://www.stradalex.com/?page=Stradalex.Controller.PublicHome&action=display&nav=monitorHome&goto=2017030540&lang=fr,eu_sanctions,2026-06-19
Hassan HIJAZI,个人,EU-SYR,制裁,,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=2091,eu_sanctions,2026-06-19
Ahmed Mohamed Zakaria KHALIL,个人,,制裁,,,https://www.stradalex.com/?page=Stradalex.Controller.PublicHome&action=display&nav=monitorHome&goto=2017030540&lang=fr,eu_sanctions,2026-06-19
"SIA ""GIDROSTROIMOST-RIGA""",法人,,asset.frozen,,lv,,eu_sanctions,2026-06-19
Hwa Song PAK,个人,UN-SC1718; EU-PRK,制裁,别名: PAK Hwa-Song,cd; kp,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R1331,eu_sanctions,2026-06-19
Акционерное Общество «Навис Групп»,组织,EU-RUS,制裁,别名: Aktsionernoe Obshchestvo Navis Grupp; АО «Навис Групп»,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
Sociedade de responsabilidade limitada Molot Arms,Company,EU-UKR,制裁,别名: OOO “Molot Arms”; Molot Arms Korlátolt Felelősségű Társaság; Sociedade de responsabilidade limitada Molot Arms,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202502035,eu_sanctions,2026-06-19
Vasilij Bjahun,个人,EU-BLR,制裁,别名: Vasilij Bjahun; Vasily Vasilyevich BEGUN; Васілій Васільевіч БЯГУН,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:L_202403177,eu_sanctions,2026-06-19
Mullah Janan,个人,EU-AFG; UN-SC1988,制裁,别名: Молла Джанан; Abdullah Jan Agha,af,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32017R0404&from=EN,eu_sanctions,2026-06-19
Limited Liability Company “MORSKOY STANDARD”,Company,EU-UKR,制裁,,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32026D1364,eu_sanctions,2026-06-19
МАРЧЕНКО Александр Сергеевич,个人,,制裁,,,,eu_sanctions,2026-06-19
Husam BADRAN,个人,EU-HAM,制裁,别名: Hussam BADRAN; Husam Ataf Ali BADRAN; Husam Atif All BADRAN,jo,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32026R1174,eu_sanctions,2026-06-19
usine aéronautique SOKOL de Nijni Novgorod,组织,EU-UKR,制裁,别名: РСК «МиГ»; A Nyizsnyij Novgorod-i Sokol Repülőgépgyár; Planta de Fabricación de Aeronaves Sokol de Nizhny Novgorod,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202302875,eu_sanctions,2026-06-19
MAAA Synergy,组织,EU-IRN,制裁,,my,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF,eu_sanctions,2026-06-19
Aghajari Oil & Gas Production Company (AOGPC),组织,EU-IRN,制裁,,ir,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D1978,eu_sanctions,2026-06-19
Wo Rong Electronics Co. Ltd.,Company,EU-RUS,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32026R0506,eu_sanctions,2026-06-19
Stanislav Vladimirovich IVANYUTENKO,个人,EU-BLR,制裁,别名: Stanislav Ivaňutenko; Stanislav Vladimirovich IVANYUTENKO; Станіслаў Уладзіміравіч IВАНЮЦЕНКА,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=7652,eu_sanctions,2026-06-19
Sviatlana CHEREPANAVA,个人,,制裁,,,,eu_sanctions,2026-06-19
Shilong ZHANG,个人,EU-CYB,制裁,,cn,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2020.393.01.0001.01.ENG&toc=OJ%3AL%3A2020%3A393%3ATOC,eu_sanctions,2026-06-19
Lucky Fairy,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
LLC “Intervesp Company”,Company,EU-UKR,制裁,别名: Intervesp Kft.; ООО “Компания Интервесп”; LLC Intervesp,ru,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=8121,eu_sanctions,2026-06-19
Николай Анатольевич ПАНЬКОВ,个人,EU-UKR,制裁,别名: Николай Анатольевич ПАНЬКОВ; Nikolaj Pankov,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=7229,eu_sanctions,2026-06-19
Deliver,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0394,eu_sanctions,2026-06-19
AMBAR SERVICES LIMITED,法人,,asset.frozen,,cy,,eu_sanctions,2026-06-19
Svetlana Yurievna ALEKSANDROVA,个人,,制裁,,,,eu_sanctions,2026-06-19
Алексей Михайлович ЕФРЕМОВ,个人,EU-UKR,制裁,别名: Алексей Михайлович ЕФРЕМОВ; Alexey Mikhaylovich EFREMOV,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=8144,eu_sanctions,2026-06-19
Aleksandr Mikhailovich BELOGLAZOV,个人,EU-UKR,制裁,别名: Aleksandr Mikhailovich BELOGLAZOV; Александр БЕЛОГЛАЗОВ; Aleksandr BELOGLAZOV,ru,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=7007,eu_sanctions,2026-06-19
Elena Victorovna PODOLNAYA,个人,EU-HR,制裁,别名: Elena Podolnajová; Елена Викторовна ПОДОЛЬНАЯ; Jelena Viktorovna PODOLNAJA,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32023R1715,eu_sanctions,2026-06-19
Ajk Gasparian,个人,EU-UKR,制裁,别名: Ajk Gasparian; Hajk Gasparjan; Ayk Arsenovich GASPARYAN,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=6510,eu_sanctions,2026-06-19
Federal State Budgetary Institution “OK “Snegiri”,Company,EU-UKR,制裁,"别名: ФГБУ ""ОК “Снегири”; FSBI ""OK “Snegiri”; FSBI OK “Snegiri”",ru,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202600509,eu_sanctions,2026-06-19
Murtaza Ali LAKHANI,个人,EU-UKR,制裁,,pk,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025R2588,eu_sanctions,2026-06-19
JSC Omsk Transport Machine Factory Omsktransmash,组织,EU-UKR,制裁,别名: AO Омский завод транспортного машиностроения “ОМСКТРАНСМАШ”; Fabryka Maszyn Transportowych „Omsk” SA; Omsktransmasj,ru,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=4524,eu_sanctions,2026-06-19
OSCAR I,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025R2033,eu_sanctions,2026-06-19
General Abdul Qadeer,个人,,制裁,别名: Генерал Абдул Кадеер,,https://www.dans.bg/images/stories/FID/Reshenie_265_MS_23042003_Spisyk_ZMFT.pdf,eu_sanctions,2026-06-19
Аляксандр Валер’евiч БЫКАЎ,个人,EU-BLR,制裁,别名: Аляксандр Валер'евiч БЫКАЎ; Аляксандр Валер’евiч БЫКАЎ; Alexandr Valerievich BYKOV,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=2656,eu_sanctions,2026-06-19
Iryna SACHKOUSKAYA,个人,,制裁,,,,eu_sanctions,2026-06-19
КЛЫЖУК Сергей Викторович,个人,,制裁,,,,eu_sanctions,2026-06-19
Viktor KRAVCEVICH,个人,,制裁,,,,eu_sanctions,2026-06-19
Anzali Port,个人,EU-IRN,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32024R2897,eu_sanctions,2026-06-19
Saïd BOUHDIFI,个人,FR-CMF-562,制裁,,ma,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=8182,eu_sanctions,2026-06-19
Central Research and Development Institute Tsiklon,Company,,制裁,别名: Central Research Institute Cyclone JSC; Cyclone TsNII; CRI Cyclone,,https://eur-lex.europa.eu/eli/reg/2023/2878,eu_sanctions,2026-06-19
AS CALCUTTA,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025R2618,eu_sanctions,2026-06-19
Makrochem Spółka Akcyjna Spółka jawna,Company,,制裁,,,,eu_sanctions,2026-06-19
Svetlana Nikolajevna PODLIPAJEVA,个人,EU-UKR,制裁,别名: Svetlana Nikolajevna PODLIPAJEVA; Светлана Николаевна ПОДЛИПАЕВА,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202402455,eu_sanctions,2026-06-19
“Vremya-Ch” Training Center,Company,EU-UKR,制裁,别名: “Vremya-Ch” Training Center; Центр военной подготовки Время-Ч; Общество с ограниченной ответственностью “Время Ч”,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202600509,eu_sanctions,2026-06-19
Huras-al-Din,组织,EU-TAQA-EUAQ,制裁,别名: Al-Qaida en Syrie; Huras-al-Din; Tandhim Hurras Al-Deen,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.LI.2022.147.01.0001.01.ENG&toc=OJ%3AL%3A2022%3A147I%3ATOC,eu_sanctions,2026-06-19
Fatou MUREKATETE,个人,,制裁,,,https://www.stradalex.com/?page=Stradalex.Controller.PublicHome&action=display&nav=monitorHome&goto=2017030540&lang=fr,eu_sanctions,2026-06-19
Elvira Junusovna OBUCHOVA,个人,EU-UKR,制裁,别名: Elvira Obuchovová; Elvira Junusovna OBUCHOVA; Елвира Обухова,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32023R0806,eu_sanctions,2026-06-19
Artiom BAGREC,个人,,制裁,,,,eu_sanctions,2026-06-19
БЕЛЕНКОВ Андрей Владимирович,个人,,制裁,,,,eu_sanctions,2026-06-19
Oleg Borisovich TAYAKIN,个人,EU-RUS,制裁,别名: Oleg TARASOV; Олег Борисович ТАЯКИН; Олег ТАРАСОВ,ru,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=9037,eu_sanctions,2026-06-19
Vladimir Aleksandrovich GORLOV,个人,EU-UKR,制裁,别名: Владимир Александрович ГОРЛОВ,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:L_202403183,eu_sanctions,2026-06-19
КИСЛЯК Денис Петрович,个人,,制裁,,,,eu_sanctions,2026-06-19
Nikolay Valerievich MATYUKEVICH,个人,,制裁,,,,eu_sanctions,2026-06-19
Николай Александрович ТУПИКИН,个人,EU-RUSDA,制裁,别名: Николай Александрович ТУПИКИН,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:L_202403188,eu_sanctions,2026-06-19
UL JI BONG 6,船只,EU-PRK,制裁,,,,eu_sanctions,2026-06-19
General Radio Frequency Centre GRFC,Company,EU-RUSDA,制裁,别名: Centrul General de Frecvențe Radio; General Radio Frequency Centre; Федеральное Государственное Унитарное Предприятие “Главный Радиочастотный Центр”,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:L_202500965,eu_sanctions,2026-06-19
LLC Medstroj,Company,,制裁,,,,eu_sanctions,2026-06-19
Акционергое общество „Ракурс“,Company,EU-UKR,制裁,别名: Акционергое общество “Ракурс”,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32026R0509,eu_sanctions,2026-06-19
Mari MESHVELIANI,个人,,制裁,,,,eu_sanctions,2026-06-19
Jelena Sergejevna ASTAHOVA,个人,EU-RUS,制裁,别名: Jelena Sergejevna Astachova; Jelena Sergejevna ASTAHOVA; Jelena Sergejevna Astachovová,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401488,eu_sanctions,2026-06-19
JSC Elektronnaya Moskva,组织,EU-HR,制裁,"别名: Elektronnaja Moskva a.s.; AO ""Электронная Москва""",ru,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32023R1495,eu_sanctions,2026-06-19
UAB „IDS Borjomi Europe“,Company,,制裁; asset.frozen,,lt,,eu_sanctions,2026-06-19
Tai Shan,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
Direktoratet for intern sikkerhed under Irans efterretnings- og sikkerhedsministerium,组织,EU-TERR,制裁,别名: Direktoratet for intern sikkerhed under Irans efterretnings- og sikkerhedsministerium; Wydział Bezpieczeństwa Wewnętrznego irańskiego Ministerstwa Wywiadu i Bezpieczeństwa; Uprava za unutarnju sigurnost iranskog Ministarstva obavještajne djelatnosti i sigurnosti,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:L_202500206,eu_sanctions,2026-06-19
VETEK TRADING LIMITED,法人,,asset.frozen,,cy,,eu_sanctions,2026-06-19
Mohsen NIKVARZ,个人,EU-IRN,制裁,别名: محسن نیک ورز,ir,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:L_202500689,eu_sanctions,2026-06-19
Robin Trade Limited,Company,,制裁,别名: ООО «Робин Трейд»; Robin Trade LLC; OOO Robin Treid,,https://eur-lex.europa.eu/eli/reg/2023/2878,eu_sanctions,2026-06-19
Karasani Diş Ticaret Limited Şirketi,组织,EU-RUS,制裁,别名: Karasani Foreign Trade Limited Company,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
Maxim Vitalievich KOROLYUK,个人,EU-UKR,制裁,别名: Maksym Vitalijovytj KOROLJUK; Maksim Vitaljevitj KOROLJUK,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=4591,eu_sanctions,2026-06-19
Bureau de l’intendant général du Myanmar,组织,EU-MMR,制裁,别名: Myanmarský úřad generálintendanta; Bureau de l’intendant général du Myanmar; Generalkvartermesterkontoret i Myanmar,mm,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32023R0378,eu_sanctions,2026-06-19
Khalil Zeghrayba,个人,EU-SYR,制裁,别名: Khalil Zeghrayba; Khalil Zaghraybe; Khaleel Zeghrayba,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401517,eu_sanctions,2026-06-19
Mohammad AKBARZADEH,个人,EU-IRN,制裁,别名: محمد اکبرزاده,ir,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32026R1225,eu_sanctions,2026-06-19
LADY LEILA,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025R2618,eu_sanctions,2026-06-19
"SIA ""Seagull Investments""",法人,,asset.frozen,,lv,,eu_sanctions,2026-06-19
sociedad anónima Lomo,组织,EU-UKR,制裁,"别名: LOMO, a. s.; АO “ЛОМО”; sociedad anónima Lomo",ru,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202302875,eu_sanctions,2026-06-19
أكرم محمد السلطي,个人,EU-UKR,制裁,别名: Muhammad AL-SALTI; Muhammad SALTI; Muhamad AL-SALTI,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D1895,eu_sanctions,2026-06-19
Vladimir Gennadjevitj PAKREJEV,个人,EU-UKR,制裁,别名: Vladimir Gennadjevitj PAKREJEV; Володимир Генадiйович ПАКРЕЄВ; Владимир Геннадьевич ПАКРЕЕВ,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D1895,eu_sanctions,2026-06-19
Nastassia Paulauna PAPKO,个人,EU-BLR,制裁,别名: Anastasia Pavlovna POPKO; Nastassja Papko; Анастасия Павловна ПОПКО,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:L_202500631,eu_sanctions,2026-06-19
Pavel GOLUB,个人,,制裁,,,,eu_sanctions,2026-06-19
Andrei KULIKOV,个人,,制裁,,,,eu_sanctions,2026-06-19
MATROS KOSHKA,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025R2618,eu_sanctions,2026-06-19
